up_id,uname,fans,tid_gen,tid_sub,biz_scale_rank,biz_active_rank,biz_trend_rank,biz_score,gmv_30d,avg_daily_gmv,ecpvv,charge_users,cvr,charge_level,biz_level,conclusion
189262675,威虫君游戏解说,251376,生活,绘画,2,5,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
282960675,-阿洋Yoko-,223509,游戏,GMV,2,2,4,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
453999675,逍遥v浪迹峡谷,589480,游戏,电子竞技,2,5,3,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
544336675,真探唐仁杰,4668976,美食,美食侦探,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
605080675,摄影师玩科技,91770,科技,数码,2,4,4,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
49676,阿呆每天都不想动,1182221,舞蹈,明星舞蹈,2,4,1,2,0,0,0,0,0,无,低,商单衰退型：曾经商单强但趋势下行，充电转化黄金窗口
17979676,嘿-芝士,251282,游戏,单机游戏,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
23172676,荟小荟,782854,国创,国产原创相关,2,2,2,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
289368676,一万也,509801,知识,设计·创意,2,2,5,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
426961676,海狸汽车台,303387,汽车,汽车知识科普,2,1,0,0.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
397286677,龍影Jackiemovie,756692,影视,影视杂谈,3,5,2,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
16015678,野生鱼白,1681769,生活,搞笑,4,4,2,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
249115678,好运的鱼,1582020,游戏,单机游戏,4,5,2,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
255292678,小落抒,95134,生活,国产原创相关,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
276562678,蛋水饿,526248,动画,配音,3,3,1,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
12344893,霍宝Moira,455974,游戏,手机游戏,2,5,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1471508,柠好不好,1720148,时尚,仿妆cos,2,3,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
25126508,世界记忆大师龙雅,3044886,知识,科学科普,2,4,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
386147509,诚为简,185303,生活,日常,2,2,0,1,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
1665610509,李白给__,571003,生活,日常,3,4,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
398510,泽野螳螂,2081556,鬼畜,鬼畜调教,2,2,0,1,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
22703510,名叫李了了,231960,时尚,美妆护肤,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
307362103,张博力,173686,知识,人文历史,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
28153104,数玩工场,102386,科技,数码,3,5,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
4423511,硬核豆浆,397142,游戏,单机游戏,2,2,0,1,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
36909511,去种田的向凹凸,699521,运动,运动综合,2,5,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
242020511,我是影Sir,1087114,影视,影视杂谈,2,5,3,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
387087511,细细的蓝线11,1975787,知识,社科·法律·心理,2,5,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
259713513,小石奶凶不月半,1309850,美食,美食记录,2,2,2,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
381396513,林中小呜,786072,动物圈,野生动物,2,4,4,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
395619513,旁门左道PPT,3219890,知识,综合,2,2,3,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
40966108,倒悬的橘子,3081084,鬼畜,鬼畜调教,4,4,1,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
8907514,叫我啊喂好了,63986,生活,日常,2,3,2,2.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
12803514,机智的阿飞丶,682138,游戏,电子竞技,2,3,2,2.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
19519514,拓海Sama,353647,游戏,单机游戏,2,3,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
348640514,千万不要买,1176441,科技,数码,2,2,3,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
479409514,是桃大,1410620,知识,社科·法律·心理,4,4,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
87670515,神秘园,2368441,影视,影视杂谈,2,4,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
414700515,龙腾虎跃龙兽医,2794150,生活,三农,3,4,1,2.25,0,0,0,0,0,无,低,商单衰退型：曾经商单强但趋势下行，充电转化黄金窗口
7596516,酒客小丑,1383666,动画,动漫杂谈,2,3,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
36911516,不知名鸽子-,573608,时尚,仿妆cos,3,1,3,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
544140516,尧宝欢乐多,216605,生活,亲子,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
326246517,zettaranc,2273988,时尚,穿搭,4,4,4,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
27513894,科技风暴X,510945,生活,手工,2,2,4,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1773346,莴苣某人,5559594,游戏,手机游戏,3,4,1,2.25,0,0,0,0,0,无,低,商单衰退型：曾经商单强但趋势下行，充电转化黄金窗口
696115518,爱看热闹的大鹏,929424,生活,日常,3,5,3,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
677566519,车棍儿老师在教书,602786,生活,日常,3,4,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
17466521,风羽酱-sdk,387957,知识,科学科普,3,2,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1640739521,管不饿,1282589,生活,搞笑,2,4,1,2,0,0,0,0,0,无,低,商单衰退型：曾经商单强但趋势下行，充电转化黄金窗口
13873522,达尔盖旗手Ein,52512,科技,数码,2,5,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1931082522,jejhxh,7952,影视,小剧场,4,5,2,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
10334523,史蒂芬周大反派,1364465,影视,影视杂谈,2,4,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1917404523,好好评测,43123,生活,家居房产,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
619863116,东哥真的很严格,176206,运动,运动文化,3,4,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
20952348,不服来测,129924,生活,日常,2,2,3,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
10629525,可以叫我奶瓶子,82169,科技,数码,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
67843525,阿乐深度评测,132215,生活,搞笑,2,3,3,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
357261525,安迪视频,1679240,动画,动漫杂谈,2,5,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
125526,-LKs-,4373372,生活,日常,4,4,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
7206526,蓝二烟,736129,游戏,单机游戏,2,2,1,1.5,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
8469526,果蝇轰,2064866,游戏,手机游戏,3,4,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
101975526,艾达凡,100828,美食,美食制作,2,2,3,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
254535526,混知,2684025,知识,人文历史,3,3,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
423895,怕上火暴王老菊,2650424,游戏,单机游戏,2,1,0,0.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
39688895,幻幻幻幻幻灭,121461,游戏,网络游戏,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
20990353,游戏动力ATK,2201564,游戏,电子竞技,3,3,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
606493353,C柚的声音部屋,936635,生活,搞笑,2,2,0,1,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
30898527,汐汐不想睡大街,754551,生活,日常,3,3,1,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
45502,冥冥meichan,720113,动画,综合,2,4,1,2,0,0,0,0,0,无,低,商单衰退型：曾经商单强但趋势下行，充电转化黄金窗口
8263502,橙飞一下,2409081,美食,美食侦探,4,5,2,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
27717502,时雨ioo,1077017,游戏,手机游戏,3,5,3,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
340344502,-杜起眼-,86733,生活,日常,2,2,1,1.5,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
381534502,陈千机评测,90065,科技,数码,3,4,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1868223528,大伟投食记官方账号,854093,美食,美食制作,2,3,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
107130503,XCin_,1025912,运动,篮球,3,3,0,1.5,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
379028503,铁豆钢蛋,516679,音乐,乐评盘点,3,5,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
13207529,Wilson学长,417255,生活,家居房产,5,5,5,5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
24919529,川大发,451269,时尚,美妆护肤,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
306935529,孙熙然,1088616,动画,同人·手书,3,2,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
444728505,小狮日记,1181799,生活,日常,5,3,3,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
476305505,Ai训练师大宇,118427,科技,软件应用,2,2,5,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
3366530,碳酸冰红茶,183825,游戏,手机游戏,2,5,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1750692530,爱生活的胖虎,92865,时尚,美妆护肤,3,5,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
27972506,零志零,702161,生活,日常,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
40004506,魔改丶老K,1148218,生活,日常,3,3,1,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
244455506,低转中年李伟龙,67448,汽车,新能源车,3,2,2,2.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
479324506,周不懂丶,205174,知识,科工机械,2,4,1,2,0,0,0,0,0,无,低,商单衰退型：曾经商单强但趋势下行，充电转化黄金窗口
1157667506,卷毛迷你艾,29822,科技,数码,2,4,3,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
38542531,Jasmine茉莉与冰川,612926,生活,出行,3,4,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
382375531,馋大鑫,1416432,美食,美食测评,3,4,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
31700507,游研社,828786,游戏,单机游戏,2,2,3,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
87214507,阿祖AzzU,70782,科技,数码,2,3,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
357121507,柯基小宸,422648,科技,数码,4,4,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1271453507,季不助,1049096,知识,科学科普,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
650899373,装甲车Machinegun,839862,生活,日常,2,5,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1018020373,游戏达baka,1023103,游戏,单机游戏,3,4,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1868215532,大包二妹的幸福生活,295509,生活,亲子,2,2,3,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
19525533,KL_qiqi_,3504489,游戏,单机游戏,4,5,2,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
29252533,幕川北,3142119,游戏,单机游戏,3,3,1,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
13591012,疯兔AD,271951,动画,同人·手书,3,4,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
103261012,歪设长,174205,科技,数码,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
12572013,鞋道馆,300760,运动,运动文化,3,3,1,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
52968013,全球球变冷,257403,游戏,单机游戏,2,4,4,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
13829896,白日妄想家,1213279,影视,影视剪辑,3,5,2,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
21103896,琳汐汐吖o,816614,舞蹈,日常,2,3,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
178212896,old杨的幸福生活,104311,时尚,穿搭,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
408907896,脊博士鹏哥,1800164,运动,健身,3,2,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
2505015,热馊馊,1137975,游戏,单机游戏,3,4,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
509978383,冷酷小诺,1812,生活,日常,3,5,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
150522015,想想工作室,1352580,生活,搞笑,4,3,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
487779015,科技新一官方账号,17239,科技,数码,2,1,0,0.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
544261015,Chris的军事基地,1129428,科技,科工机械,3,5,3,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
293917,子言姐姐,471236,游戏,综合,2,4,4,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1813430917,爱捣蛋的小狗蛋儿,143776,生活,搞笑,2,1,0,0.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
549835918,我是神经俊,368097,游戏,单机游戏,3,5,2,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
74166016,语堂天天啃土,731930,游戏,手机游戏,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
104777016,小孩曾卓君,707748,游戏,单机游戏,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
274724919,神奇菌汤锅,1181645,知识,科学科普,3,3,4,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
359714919,克里体验,64946,科技,数码,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
7394394,极客羊,1020479,游戏,单机游戏,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1572140919,无聊的一天Aboringday,482676,生活,手工,2,2,3,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
478281534,我真是小熊Game,2272000,游戏,单机游戏,3,3,1,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
1530628534,王路飞CP,246126,科技,软件应用,2,4,3,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
2114090017,小咩快跑丶,993774,动画,综合,2,3,2,2.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
24490535,勾手老大爷邓肯,2534063,知识,人文历史,4,5,5,4.75,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
125776535,萌新二次方,1849321,游戏,手机游戏,2,2,1,1.5,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
226231535,智勇双全富贵君,2493151,生活,搞笑,3,4,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1551474535,锦鲤实验室,1164583,知识,科学科普,3,3,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1751843535,左安雨,61725,生活,家居房产,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
12705018,NinthA-,817427,游戏,网络游戏,3,5,2,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
11718401,11区小豪的故事,684819,生活,家居房产,2,5,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
329360018,布鲁Sir_,664785,游戏,单机游戏,3,4,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
402183402,小特叔叔,9504,汽车,新能源车,2,1,0,0.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
43536,黑桐谷歌,2553862,游戏,单机游戏,3,4,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
2930404,咕噜耄,1483844,知识,校园学习,2,3,3,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
13981536,家电侦探平雪,85899,生活,家居房产,3,4,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
16359019,一只绿壳马,315419,时尚,美妆护肤,2,3,4,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
25967019,丝路传声,210179,影视,影视杂谈,2,5,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
327403407,清酒好可怜,1448558,游戏,电子竞技,4,5,4,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1201986019,留意炫饭吖,1869745,生活,亲子,3,4,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
2043278019,万能大饼,475679,生活,搞笑,2,2,5,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
148246537,老朋友王海缤,244800,科技,数码,2,4,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
18929020,明月苓音BM,414315,游戏,手机游戏,2,3,4,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
5774538,林嘉驹,340021,游戏,单机游戏,2,3,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
414482538,就叫刀仔吧不改了,136731,美食,美食制作,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
674180538,银屏系漫游指南,435560,影视,影视杂谈,3,3,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1514320538,香芹又青了,759740,影视,影视杂谈,3,4,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
4186021,初夏ChuXXia,1411177,游戏,单机游戏,3,5,4,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
405370021,尴尬的铁根er,5612700,游戏,电子竞技,4,4,2,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
51031539,陈大白,1591575,游戏,手机游戏,2,1,3,2.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
80991539,聊点什么叭,1839202,生活,搞笑,2,1,3,2.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
1413256539,狼岛主,692378,动画,同人·手书,2,1,0,0.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
11474022,麦香牛奶Mitsu,133995,科技,数码,3,5,5,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
39613022,赛文乔伊,459170,科技,计算机技术,2,2,1,1.5,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
204980022,玩主小小虫,714739,游戏,单机游戏,2,3,2,2.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
240853022,东方硕果,297950,动画,动漫杂谈,2,5,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
278834022,Iam小方,487878,生活,日常,2,4,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
25480023,花生説,1249506,科技,数码,5,5,4,4.5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
267599661,欧大发-,516542,生活,三农,2,3,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
107278471,嘴嘴深夜食堂,2111638,美食,美食测评,3,3,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1985025,夏布去,491714,游戏,网络游戏,2,4,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
3094025,小牧phenix,619427,游戏,单机游戏,3,5,2,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
18306025,摩尔家陈泰山,724035,娱乐,娱乐杂谈,2,1,3,2.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
1249954025,十一的看脸日记,1029721,时尚,美妆护肤,3,4,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1335713025,知了解压萌物,4355193,动物圈,动物二创,3,3,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
353019540,居然挖到宝,722849,生活,搞笑,2,3,3,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
3353026,鹤吱菌,2872182,游戏,单机游戏,4,3,1,2.25,0,0,0,0,0,无,低,商单衰退型：曾经商单强但趋势下行，充电转化黄金窗口
441872026,健人鑫,548289,生活,日常,2,4,3,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
4435541,颀三73,555758,舞蹈,国风舞蹈,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
69112541,聒噪的山海君,1421667,游戏,电子竞技,2,2,2,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
104118541,早晚是个教授的雪球,84550,影视,影视杂谈,2,5,2,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
355080541,莎莎酱ox,97528,时尚,美妆护肤,2,5,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
471782541,阿氢HYDROGEN,586858,游戏,单机游戏,3,5,4,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1139533541,懂老师研究院,90228,影视,影视杂谈,2,3,5,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
578408027,土木工程洪工,297706,生活,搞笑,2,5,3,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
1368109027,评物测评,77710,科技,数码,3,4,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
16385920,姜Dora在此,1868291,知识,社科·法律·心理,3,3,4,3.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
42019920,CCCmlng小陈不憨,1179495,影视,小剧场,3,3,1,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
342263920,就是你的VC,167590,汽车,汽车生活,3,2,3,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
13221028,迷茫小树叶,2021553,游戏,手机游戏,4,5,2,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
528461028,小钟Johnny,3222084,生活,出行,4,5,2,3.25,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
703057028,猴儿甜猴儿甜,579218,美食,美食侦探,3,3,2,2.5,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
37029661,小鹿Lawrence,2100974,生活,出行,5,5,5,5,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1876542,骚橙丶,667525,游戏,手机游戏,2,5,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
33540542,肥宅界持刀人,275570,鬼畜,人力VOCALOID,2,2,1,1.5,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
403366542,--小卢同学--,733557,生活,日常,3,3,5,4,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
1740827542,KKOMDA,1107442,动画,同人·手书,2,2,1,1.5,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
12638031,知危编辑部,639218,知识,财经商业,2,2,2,2,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
13703031,尾巴尾巴啊,275007,游戏,单机游戏,2,3,3,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
2789543,村头卡师傅,180020,游戏,单机游戏,2,3,3,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
405082888,超音速官方,112220,汽车,购车攻略,2,3,3,2.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
2298471,粘德文,35107,科技,数码,2,5,4,3.75,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
395931838,赖神无所畏惧,2234106,游戏,电子竞技,3,5,2,3,0,0,0,0,0,无,中,待激活型：商单一般充电弱，需运营介入
22649032,大锤RUNKMD,949992,汽车,汽车生活,2,5,5,4.25,0,0,0,0,0,无,高,商单依赖型：商单强且趋势好，短期转充电可能性极低
17296922,安安学姐senior,441765,生活,搞笑,2,3,1,1.75,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
100785033,地球知识局,2518763,知识,科学科普,2,1,3,2.25,0,0,0,0,0,无,低,低活跃型：商单充电均弱，需评估内容潜力
