up_id,uname,fans,tid_gen,tid_sub,space_url,first_charge_date,days_since,charge_video_cnt,gmv,avg_daily_gmv,vv,ecpvv,charge_users,cvr,on_board,summary
202707020,阿赖LL,1927,生活,日常,https://space.bilibili.com/202707020,2026-05-01,19,4,1485.0,49.5,9594,154.78,96,1.0,1,专注于檀健次个人娱乐内容的Reaction视频创作，涵盖综艺节目《你好星期六》及演唱会大电影等多元素材。创作风格以第一视角实时观看反应为主，口语化表达自然流畅，频繁与观众互动交流，营造陪伴式观看氛围。内容定位清晰，主要面向檀健次粉丝群体。
3706936344185420,BeatTheFish,1808,游戏,桌游棋牌,https://space.bilibili.com/3706936344185420,2026-05-10,10,21,1474.0,49.13,9875,149.27,52,0.53,1,①德州扑克专业教学频道，以中字形式搬运海外顶尖选手（LinusLLove、Jungleman等）的GTO策略干货与高额桌实战复盘；②内容覆盖从微额桌到千刀级别的进阶路径，聚焦诈唬技巧、下注尺度、手牌解析等核心技术要点
207254095,浩然剧场,3355,国创,国产原创相关,https://space.bilibili.com/207254095,2026-05-06,14,21,1405.0,46.83,38713,36.29,86,0.22,1,"①现代都市爽文短剧，聚焦草根逆袭和职场复仇题材，呈现小人物被欺压后通过智慧或技能反转局面的故事；②涵盖创业维权、亲情背叛、邻里纠纷等社会矛盾冲突，强调""不惹事但绝不怕事""的痛快解决方式；③穿插末日求生、奇幻元素等非现实题材，但核心仍是弱者翻身的戏剧张力"
42414927,花初月,199508,动画,同人·手书,https://space.bilibili.com/42414927,2026-05-11,9,2,1389.0,46.3,25101,55.34,91,0.36,1,"①原创悬疑动画连续剧，讲述诡异伪装成调查员潜伏于七四九局的身份危机故事；②聚焦主角""初月""在人类与诡异双重身份间的生存困境，通过超前观看集数推进剿灭诡异组织的悬疑剧情线"
3690971256588388,老王有干货,16076,生活,日常,https://space.bilibili.com/3690971256588388,2026-04-22,28,101,1361.0,45.37,21744,62.59,51,0.23,1,①商业实战类财经内容，聚焦创业方向指导与行业机会解析，直言式分析未来趋势和避坑要点；②生意经验分享和普通人赚钱方法论，强调专注、认知升级与抓住时代红利的实操思维；③社会经济现象深度解读，涵盖房价逻辑、社保价值、阶层跨越等民生话题的底层逻辑拆解
548209208,财佬说说,1621,知识,财经商业,https://space.bilibili.com/548209208,2026-05-18,2,2,1338.0,44.6,2680,499.25,48,1.79,1,"①聚焦半导体产业链深度解读，以叶荣添观点为核心，剖析国产芯片、存储器厂商（长鑫/长江存储）的产业动态与供需行情；②提出""AI上半场看算力、下半场看连接""的独家论断，前瞻性分析光模块、光通讯等技术方向的投资机会"
3706952016202371,奇闻异事录灵异电台2,2182,知识,人文历史,https://space.bilibili.com/3706952016202371,2026-05-06,14,90,1324.0,44.13,19368,68.36,49,0.25,1,①民间灵异故事电台内容，以网友投稿的真实撞邪经历为主，覆盖司机、外卖员、入殓师等各行业人群的诡异遭遇；②聚焦80-90年代历史悬案与封锁档案，如东北怪胎、成都僵尸、749局秘密等怀旧怪谈；③穿插各地民俗禁忌、废弃场所灵异事件及现代都市传说。采用主播口述讲故事形式，睡前恐怖解压向定位。
3632301349014057,玄栈,1375,科技,计算机技术,https://space.bilibili.com/3632301349014057,2026-04-20,30,4,1322.0,44.07,6965,189.81,18,0.26,1,"①U3D手游逆向技术实战教程，聚焦子弹追踪、对象数组、矩阵定位等游戏修改通杀技术；②教学风格通俗直白，强调""包教包会""、""秒获取""等快速上手方法，降低技术门槛，自称""道友""增添修仙式趣味感。"
3546637607635469,灵镜星阁,2264,生活,日常,https://space.bilibili.com/3546637607635469,2026-04-22,28,10,1307.0,43.57,2719,480.69,17,0.63,1,"①塔罗占卜实用教学内容，采用随机抽牌形式逐张讲解78张塔罗牌的解读方法；②主要聚焦两大应用场景：感情咨询中的""爱不爱我""单牌解读，以及月运年运的流年流月预测；③教学风格轻松随性，强调实战应用而非理论体系，带有即兴发挥和个人经验分享的特点。"
13835703,生命天合,36261,运动,运动文化,https://space.bilibili.com/13835703,2026-05-09,11,9,1278.0,42.6,6256,204.28,37,0.59,1,①传统身心修习教学内容，以太极拳、推拿按摩、费登奎斯动觉等东方身体训练为核心，结合《心经》等国学智慧讲解身心合一理念；②现场教学实录风格，通过师生互动演示、肢体调整指导和学员体验分享，强调精神意象与身体觉知的统一，注重从心性层面理解传统养生修行方法。
1731462786,二狗看漫,44558,动画,综合,https://space.bilibili.com/1731462786,2026-05-12,8,7,1236.0,41.2,12699,97.33,80,0.63,1,①双男主耽美向动漫剪辑，聚焦古装奇幻穿越题材；②主打替嫁、生子、囚禁等强制爱剧情，搭配王爷侍卫、魔尊战神等权力差设定，狗血虐恋风格浓厚
308917666,俩杏老师,6875,影视,影视剪辑,https://space.bilibili.com/308917666,2026-05-09,11,3,1228.0,40.93,10909,112.57,49,0.45,1,①古装言情剧情向二创剪辑，聚焦赵丽颖主演剧集中的CP向甜宠互动片段；②内容以《知否》衡兰夫妇、《花千骨》师徒情、《楚乔传》星玥CP为主，着重呈现角色间细腻的情感张力与日常温馨氛围；③剪辑风格侧重情绪渲染，通过对白提取和场景重组强化CP感
1292328249,睡前故事郎,65714,知识,人文历史,https://space.bilibili.com/1292328249,2026-04-30,20,3,1200.0,40.0,26367,45.51,61,0.23,1,①专注中国古代历史人物深度讲述，以战国谋士、明朝权臣、帝王等传奇人物为核心，挖掘其跌宕起伏的命运转折；②采用睡前故事的叙事风格，语言口语化且富有画面感，适合助眠场景下的轻松收听；③善于捕捉历史细节中的悬疑元素，将严肃史实转化为引人入胜的故事线索。
676018916,调酒师高鹏,232267,美食,美食制作,https://space.bilibili.com/676018916,2026-05-01,19,2,1186.0,39.53,10732,110.51,35,0.33,1,专业调酒技法教学内容，聚焦经典鸡尾酒的标准化制作流程。UP主以十余年从业经验为支撑，深度拆解Gimlet、Dry Martini等经典酒款的核心操作逻辑，从原料预处理（柠檬去皮籽、冰块清洗）到手法细节（摇和技巧、比例调配）进行全链路演示，强调基本功对成品质量的决定性影响，适合有一定基础的调酒爱好者或从业者学习提升。
141793425,我的阿素啊,877,影视,短片,https://space.bilibili.com/141793425,2026-05-07,13,7,1175.0,39.17,11735,100.13,72,0.61,1,"①原创自制双男主生子剧情短片，围绕""阿素""和""阿真""展开重生与回忆双线叙事；②聚焦家庭情感与育儿日常，呈现主角带娃、情感纠葛及身份悬疑等元素；③故事涉及失散重逢、保护家人、身体危机等戏剧冲突，情节连贯成系列作品"
3632319113988564,次元高能漫剧,6147,国创,国产原创相关,https://space.bilibili.com/3632319113988564,2026-05-04,16,19,1165.0,38.83,23642,49.28,73,0.31,1,"①专注超长篇有声书爽文改编，主打系统流穿越题材，覆盖末世异能、玄幻修仙、历史军事等多元类型；②内容以主角逆袭成长为核心叙事线，强调""废柴觉醒""""金手指开挂""等典型网文爽点设定"
2128235436,HOTDOG一条热狗,5867,游戏,单机游戏,https://space.bilibili.com/2128235436,2026-05-03,17,2,1162.0,38.73,112229,10.35,72,0.06,1,《环世界》(RimWorld)游戏同人原创动画创作，以搞笑风格演绎游戏中的灾难与战斗场景，聚焦Ratkin种族在殖民地生存过程中遭遇的各类危机事件，用动画形式还原游戏玩家的爆笑体验。
3493122036206335,HARDCORE_TANOC,70676,音乐,原创音乐,https://space.bilibili.com/3493122036206335,2026-05-17,3,1,1151.0,38.37,2376,484.43,12,0.51,1,专注于TANO*C厂牌的Hardcore电子音乐现场直播回放，记录日本巡演Tokyo站的DJ打碟表演实况，为国内电音爱好者提供同步观看硬核风格电子音乐演出的窗口。
130793038,以战止战丶丶,1493,游戏,网络游戏,https://space.bilibili.com/130793038,2026-05-03,17,1,1148.0,38.27,2689,426.93,27,1.0,1,专注魔兽世界野德职业的PVP深度教学，以进阶版攻略形式讲解版本机制和实战技巧，帮助玩家从手忙脚乱到游刃有余，内容从技能解析到职业理解层层递进，适合想要提升段位的德鲁伊玩家。
456064813,好奇的珜,441941,知识,科学科普,https://space.bilibili.com/456064813,2026-05-09,11,1,1141.0,38.03,16308,69.97,75,0.46,1,"心理成长类科普内容，以幽默对话形式拆解拖延症、完美主义等精神内耗问题，用""熊大""等角色化表达剖析年轻人不敢开始、自我怀疑的深层心理机制，帮助观众理解并突破行动障碍，风格轻松接地气又直击痛点。"
3546973391030373,空心漫话,111992,舞蹈,颜值·网红舞,https://space.bilibili.com/3546973391030373,2026-05-10,10,22,1129.0,37.63,27493,41.07,68,0.25,1,"①网文爽文式剧情短视频，涵盖穿越重生、修仙玄幻、末世科幻等多元题材设定；②采用第一人称叙事视角，主角多为身怀特殊能力或隐藏身份者，强调反转逆袭和能力觉醒；③快节奏""一口气看完""的短剧形式，迎合碎片化观看习惯"
1595005,录音姬阿童木,184901,动画,综合,https://space.bilibili.com/1595005,2026-05-01,19,1,1117.0,37.23,64436,17.34,51,0.08,1,职场题材原创搞笑动画短片，以创业公司日常为背景，通过实习生视角展现文案策划、接单创业等职场场景中的荒诞与幽默，用轻松诙谐的叙事风格解构打工人与甲方关系的现实困境。
3546824990263666,不怪地球,575345,动画,同人·手书,https://space.bilibili.com/3546824990263666,2026-05-01,19,2,1116.0,37.2,68821,16.22,72,0.1,1,①悬疑惊悚向原创动画短片，擅长营造离奇诡异的氛围；②故事题材聚焦人性阴暗面和道德困境，融合科幻、恐怖元素构建反转剧情；③采用第一人称沉浸式叙事，通过复制人、整容失败等猎奇设定，展现人物在极端情境下的心理挣扎与复仇欲望。
3546829497043442,超强壮的肌肉,1279,生活,日常,https://space.bilibili.com/3546829497043442,2026-04-29,21,41,1109.0,36.97,38543,28.77,41,0.11,1,①专注心肺复苏CPR急救场景内容，涵盖心脏骤停、晕倒、猝死等突发医疗事件的抢救过程；②混合实录拍摄与影视剪辑素材，呈现除颤、人工呼吸等急救操作细节，强调生命救援的紧迫感与医疗科普价值
3706978471774218,馒头夹油饼Reaction,2162,影视,影视杂谈,https://space.bilibili.com/3706978471774218,2026-05-02,18,32,1102.0,36.73,13999,78.72,72,0.51,1,①老外观影反应视频，以外国人视角即时评论欧美经典电影；②内容横跨科幻、奇幻、恐怖、爱情、战争等多类型片种，聚焦高分经典作品如《哈利波特》系列、《泰坦尼克》、《终结者2》等知名IP。
39367094,玉猫塔罗,1779,生活,日常,https://space.bilibili.com/39367094,2026-04-23,27,13,1101.0,36.7,5267,209.04,34,0.65,1,"①专注禁忌/非传统情感关系的塔罗占卜，为地下恋、三方关系等复杂情感提供疗愈向解读；②覆盖暧昧、断联、分手复合等多种关系状态，深挖对方真实想法与未来走向；③采用分组占卜形式，语气温暖包容，兼具""喵喵叫""系列等轻松趣味内容。"
672801912,26格漫剧,5150,影视,影视剪辑,https://space.bilibili.com/672801912,2026-05-02,18,21,1093.0,36.43,34184,31.97,41,0.12,1,①武侠古装情感剪辑，围绕《射雕英雄传》等经典武侠作品展开，重点呈现杨过与郭芙、黄蓉等角色间的情感纠葛与家庭伦理冲突；②现代都市情感向剪辑，聚焦火车旅途中多位女性角色与男主角的暧昧互动，强调封闭空间内的情感张力
3706968428514163,峰说学习,1348,知识,社科·法律·心理,https://space.bilibili.com/3706968428514163,2026-05-03,17,51,1092.0,36.4,44658,24.45,41,0.09,1,①高考志愿填报咨询实录，以张雪峰连麦答疑形式，解答家长关于专业选择、院校定位、就业方向的困惑；②体制内外职业对比分析，聚焦公务员、事业编、央国企与私企薪资待遇、发展路径的真实差异；③职场生存法则科普，探讨向上管理能力、阶层跃升路径等社会现实话题
3706976303319643,纸上白月光,1172,国创,国产原创相关,https://space.bilibili.com/3706976303319643,2026-04-28,22,15,1075.0,35.83,18168,59.17,67,0.37,1,"①古风耽美动画改编，聚焦双男主纯爱向剧情，涵盖替嫁王爷、暗卫怀崽、病弱世子配残疾将军、寒门书生攀高枝等虐甜交织的古代言情设定；②现代都市ABO世界观，呈现Alpha/Omega身份差下的强制爱、暗恋成真、校园霸总等年下或对立关系的情感攻防战；③主打完整版一口气看完体验，台词密度高、情节反转快，强调""嘴硬身体诚实""式人设反差萌和占有欲拉满的宠溺互动"
3493289648982685,看了不孬,1236,国创,国产原创相关,https://space.bilibili.com/3493289648982685,2026-05-01,19,25,1074.0,35.8,25500,42.12,67,0.26,1,"①专注双男主耽美向小说的AI动画改编，题材覆盖现代都市、古风、校园等多元场景；②大量采用ABO世界观设定，围绕Alpha、Omega之间的标记、信息素等元素展开情感叙事；③主打""一口气看完""的完结短剧形式，情节戏剧冲突强烈，包含包养、重生、反派养成等热门设定"
40440826,sp枪出如龙,1187,国创,国产原创相关,https://space.bilibili.com/40440826,2026-04-24,26,151,1058.0,35.27,20791,50.89,63,0.3,1,①现代情感虐文短剧，聚焦婚姻背叛、豪门真假千金、家庭矛盾等爽文反转剧情；②古装言情虐恋内容，以王府相府为背景呈现情感纠葛与身份错位；③高产出小说改编剧情向创作，月更37部保持稳定输出节奏
3546747588577729,零界能量,1327,知识,人文历史,https://space.bilibili.com/3546747588577729,2026-04-30,20,31,1036.0,34.53,15283,67.79,33,0.22,1,"①以虚构人物""阿紫""为核心IP，构建完整的天命叙事体系，混合传统命理（八字、紫微斗数、易经）与新时代灵性话语（高维能量、元神觉醒）；②针对2026年特定时间节点（如5月20日、丙午年癸巳月等）进行密集的能量解读和运势预警，营造""困龙局破解""、""火炼淬炼""等危机-转机叙事氛围。"
